# Pi-hole Adlists — Curated blocklists (2026 recommendations)
#
# Format: url,enabled,comment
# enabled: 1 = active, 0 = disabled (available but not blocking)
#
# Applied by: ./apply-config.sh
#
# Tiers:
#   Essential  — High-quality, well-maintained, low false positives
#   Recommended — Broader coverage, occasional false positive
#   Aggressive  — Maximum blocking, expect some breakage (disabled by default)
#
# Philosophy:
#   HaGeZi  — Precision/depth approach; aggressive targeting, occasional breakage
#   OISD    — Stability/compatibility; "safe daily driver", minimal friction
#
# ──────────────────────────────────────────────────────────────
# Essential — start here (2026: HaGeZi considered best-in-class)
# ──────────────────────────────────────────────────────────────

# HaGeZi Multi Pro — BEST blocklist as of 2026
# Precision targeting: ads, tracking, metrics, telemetry, phishing, malware
# Expect occasional breakage requiring manual whitelist additions
https://raw.githubusercontent.com/hagezi/dns-blocklists/main/domains/pro.txt,1,HaGeZi Multi Pro — best-in-class 2026

# OISD Big — Stability-focused comprehensive list
# ~1.5M domains from 50+ sources; excellent for "set and forget"
# Prioritizes compatibility, avoids breaking apps/logins
https://big.oisd.nl/domainswild2,1,OISD Big — stable daily driver

# StevenBlack unified hosts — Classic community favorite
# ~130k domains; ads + malware (Pi-hole's traditional default)
https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,StevenBlack unified — classic default

# ──────────────────────────────────────────────────────────────
# Recommended — broader coverage
# ──────────────────────────────────────────────────────────────

# Firebog — curated "ticked" (safe) lists
# These are individually selected by the Firebog community as low-FP
https://v.firebog.net/hosts/AdguardDNS.txt,1,Firebog: AdGuard DNS filter
https://v.firebog.net/hosts/Easylist.txt,1,Firebog: EasyList
https://v.firebog.net/hosts/Easyprivacy.txt,1,Firebog: EasyPrivacy — tracking
https://v.firebog.net/hosts/Prigent-Ads.txt,1,Firebog: Prigent Ads

# Malware / phishing protection
https://raw.githubusercontent.com/DandelionSprout/adfilt/master/Alternate%20versions%20Anti-Malware%20List/AntiMalwareHosts.txt,1,DandelionSprout Anti-Malware
https://osint.digitalside.it/Threat-Intel/lists/latestdomains.txt,1,DigitalSide Threat Intel
https://phishing.army/download/phishing_army_blocklist_extended.txt,1,Phishing Army — extended

# ──────────────────────────────────────────────────────────────
# Aggressive — disabled by default (flip to 1 if you want max blocking)
# ──────────────────────────────────────────────────────────────

# HaGeZi Ultimate — Maximum security for technical users
# Very aggressive; expect significant breakage requiring active whitelist maintenance
https://raw.githubusercontent.com/hagezi/dns-blocklists/main/domains/ultimate.txt,0,HaGeZi Ultimate — max security (experts only)

# OISD NSFW — Adult content filter (useful for family networks)
https://nsfw.oisd.nl/domainswild2,0,OISD NSFW — adult content filter

# StevenBlack fakenews + gambling — Misinformation and gambling sites
https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/fakenews-gambling/hosts,0,StevenBlack fakenews + gambling

# ──────────────────────────────────────────────────────────────
# "Set and Forget" Alternative (2026 recommendation)
# ──────────────────────────────────────────────────────────────
# For minimal maintenance, consider using ONLY these HaGeZi lists:
# - Multi (general): https://raw.githubusercontent.com/hagezi/dns-blocklists/main/domains/multi.txt
# - Popupads: https://raw.githubusercontent.com/hagezi/dns-blocklists/main/domains/popupads.txt
# - TIF (threat intel): https://raw.githubusercontent.com/hagezi/dns-blocklists/main/domains/tif.txt
# - Fake (scams/malicious TLDs): https://raw.githubusercontent.com/hagezi/dns-blocklists/main/domains/fake.txt
